settlement_id,transaction_id,settlement_ts,settlement_amount,settlement_status,settlement_batch
S1001732,T1001815,2026-09-15 13:57:19,3989.07,SETTLED,SB20260915PM
S1001733,T1001816,2026-09-15 15:05:57,446.84,SETTLED,SB20260915PM
S1001734,T1001816,2026-09-15 15:09:57,111.71,SETTLED,SB20260915PM
S1001735,T1001817,2026-09-15 11:05:16,61086.19,SETTLED,SB20260915AM
S1001736,T1001818,2026-09-15 15:42:18,60400.43,SETTLED,SB20260915PM
S1001737,T1001818,2026-09-15 15:46:18,15100.11,SETTLED,SB20260915PM
S1001738,T1001819,2026-09-15 13:08:19,15950.85,SETTLED,SB20260915PM
S1001739,T1001821,2026-09-15 11:48:40,9870.44,SETTLED,SB20260915AM
S1001740,T1001822,2026-09-15 22:42:15,1606.82,PENDING,SB20260915PM
S1001741,T1001823,2026-09-15 12:46:24,151.65,SETTLED,SB20260915PM
S1001742,T1001824,2026-09-15 19:03:43,59032.52,SETTLED,SB20260915PM
S1001743,T1001825,2026-09-15 20:25:41,12342.74,SETTLED,SB20260915PM
S1001744,T1001825,2026-09-15 20:29:41,3085.68,SETTLED,SB20260915PM
S1001745,T1001826,2026-09-15 11:36:57,1019.31,SETTLED,SB20260915AM
S1001746,T1001827,2026-09-15 14:32:31,9218.13,SETTLED,SB20260915PM
S1001747,T1001828,2026-09-15 23:22:02,2394.16,SETTLED,SB20260915PM
S1001748,T1001829,2026-09-15 16:27:32,1935.18,SETTLED,SB20260915PM
S1001749,T1001829,2026-09-15 16:31:32,483.80,SETTLED,SB20260915PM
S1001750,T1001830,2026-09-15 11:36:02,26979.46,SETTLED,SB20260915AM
S1001751,T1001831,2026-09-15 16:57:12,3003.86,SETTLED,SB20260915PM
S1001752,T1001832,2026-09-15 22:13:08,1873.89,SETTLED,SB20260915PM
S1001753,T1001833,2026-09-15 16:49:48,1994.18,SETTLED,SB20260915PM
S1001754,T1001834,2026-09-15 21:31:39,2179.05,SETTLED,SB20260915PM
S1001755,T1001835,2026-09-15 19:32:47,1364.02,SETTLED,SB20260915PM
S1001756,T1001836,2026-09-15 10:52:48,2161.84,PENDING,SB20260915AM
S1001757,T1001839,2026-09-15 16:21:38,4615.48,SETTLED,SB20260915PM
S1001758,T1001840,2026-09-15 15:04:52,186.91,SETTLED,SB20260915PM
S1001759,T1001840,2026-09-15 15:08:52,46.73,SETTLED,SB20260915PM
S1001760,T1001841,2026-09-15 19:59:03,658.25,SETTLED,SB20260915PM
S1001761,T1001842,2026-09-15 15:58:23,3427.39,SETTLED,SB20260915PM
S1001762,T1001843,2026-09-15 18:03:05,48507.72,SETTLED,SB20260915PM
S1001763,T1001845,2026-09-15 19:49:20,10942.39,SETTLED,SB20260915PM
S1001764,T1001847,2026-09-15 20:24:30,423.80,SETTLED,SB20260915PM
S1001765,T1001849,2026-09-15 21:06:24,10539.76,SETTLED,SB20260915PM
S1001766,T1001851,2026-09-15 12:35:54,11318.78,PENDING,SB20260915PM
S1001767,T1001852,2026-09-15 16:10:35,3190.29,PENDING,SB20260915PM
S1001768,T1001853,2026-09-16 00:56:07,17758.11,SETTLED,SB20260916AM
S1001769,T1001854,2026-09-15 19:56:04,3140.60,SETTLED,SB20260915PM
S1001770,T1001855,2026-09-15 15:56:24,74858.95,SETTLED,SB20260915PM
S1001771,T1001856,2026-09-15 13:46:42,18195.52,PENDING,SB20260915PM
S1001772,T1001857,2026-09-15 16:54:02,3903.68,SETTLED,SB20260915PM
S1001773,T1001858,2026-09-15 21:23:55,902.05,SETTLED,SB20260915PM
S1001774,T1001859,2026-09-15 18:28:19,2663.20,SETTLED,SB20260915PM
S1001775,T1001862,2026-09-15 13:06:51,3469.09,SETTLED,SB20260915PM
S1001776,T1001863,2026-09-15 21:37:18,94.78,SETTLED,SB20260915PM
S1001777,T1001864,2026-09-15 13:10:38,13554.61,SETTLED,SB20260915PM
S1001778,T1001865,2026-09-15 19:26:46,4850.31,SETTLED,SB20260915PM
S1001779,T1001869,2026-09-16 18:44:55,3539.54,SETTLED,SB20260916PM
S1001780,T1001870,2026-09-16 13:32:24,1146.14,SETTLED,SB20260916PM
S1001781,T1001872,2026-09-16 20:06:01,1036.09,SETTLED,SB20260916PM
S1001782,T1001874,2026-09-16 18:57:04,1758.54,SETTLED,SB20260916PM
S1001783,T1001875,2026-09-16 10:55:57,2738.02,SETTLED,SB20260916AM
S1001784,T1001875,2026-09-16 10:59:57,684.50,SETTLED,SB20260916AM
S1001785,T1001876,2026-09-16 09:34:06,4044.33,SETTLED,SB20260916AM
S1001786,T1001877,2026-09-16 13:07:50,1785.73,SETTLED,SB20260916PM
S1001787,T1001878,2026-09-16 12:54:51,3561.67,SETTLED,SB20260916PM
S1001788,T1001879,2026-09-16 13:28:44,13462.27,SETTLED,SB20260916PM
S1001789,T1001880,2026-09-16 12:20:02,856.92,SETTLED,SB20260916PM
S1001790,T1001881,2026-09-16 09:41:14,9331.61,SETTLED,SB20260916AM
S1001791,T1001882,2026-09-16 19:44:18,4455.52,SETTLED,SB20260916PM
S1001792,T1001883,2026-09-16 21:08:05,79443.13,SETTLED,SB20260916PM
S1001793,T1001884,2026-09-16 14:06:57,35542.24,SETTLED,SB20260916PM
S1001794,T1001885,2026-09-16 13:40:57,317.52,SETTLED,SB20260916PM
S1001795,T1001887,2026-09-16 20:33:04,1863.59,SETTLED,SB20260916PM
S1001796,T1001889,2026-09-16 19:29:29,2872.58,SETTLED,SB20260916PM
S1001797,T1001890,2026-09-16 14:31:42,2701.75,SETTLED,SB20260916PM
S1001798,T1001891,2026-09-16 11:52:22,2838.34,SETTLED,SB20260916AM
S1001799,T1001892,2026-09-16 13:41:01,507.11,SETTLED,SB20260916PM
S1001800,T1001893,2026-09-16 14:53:28,5116.43,SETTLED,SB20260916PM
S1001801,T1001894,2026-09-16 14:02:08,1395.83,SETTLED,SB20260916PM
S1001802,T1001895,2026-09-16 22:52:40,18461.52,SETTLED,SB20260916PM
S1001803,T1001896,2026-09-16 11:37:48,15096.51,SETTLED,SB20260916AM
S1001804,T1001897,2026-09-16 17:13:33,45673.89,SETTLED,SB20260916PM
S1001805,T1001898,2026-09-16 16:50:07,68514.74,SETTLED,SB20260916PM
S1001806,T1001899,2026-09-16 13:22:18,2760.83,PENDING,SB20260916PM
S1001807,T1001900,2026-09-16 16:56:41,60888.42,SETTLED,SB20260916PM
S1001808,T1001900,2026-09-16 17:00:41,15222.10,SETTLED,SB20260916PM
S1001809,T1001901,2026-09-16 23:04:56,4461.19,SETTLED,SB20260916PM
S1001810,T1001902,2026-09-16 19:10:58,57498.73,SETTLED,SB20260916PM
S1001811,T1001903,2026-09-16 19:04:30,3145.71,SETTLED,SB20260916PM
S1001812,T1001905,2026-09-16 23:14:01,252.08,SETTLED,SB20260916PM
S1001813,T1001906,2026-09-16 12:53:08,7753.05,SETTLED,SB20260916PM
S1001814,T1001909,2026-09-16 20:43:12,6138.79,SETTLED,SB20260916PM
S1001815,T1001911,2026-09-16 12:13:00,2217.21,SETTLED,SB20260916PM
S1001816,T1001912,2026-09-16 22:37:17,88597.63,SETTLED,SB20260916PM
S1001817,T1001913,2026-09-16 21:18:49,1944.89,SETTLED,SB20260916PM
S1001818,T1001917,2026-09-16 18:53:44,45638.81,SETTLED,SB20260916PM
S1001819,T1001918,2026-09-16 13:40:11,884.83,SETTLED,SB20260916PM
S1001820,T1001920,2026-09-16 13:45:27,1567.21,SETTLED,SB20260916PM
S1001821,T1001921,2026-09-16 12:45:48,27574.60,SETTLED,SB20260916PM
S1001822,T1001922,2026-09-16 22:47:59,4406.92,SETTLED,SB20260916PM
S1001823,T1001923,2026-09-16 14:24:49,5957.39,SETTLED,SB20260916PM
S1001824,T1001924,2026-09-16 08:24:20,5371.46,SETTLED,SB20260916AM
S1001825,T1001925,2026-09-16 17:07:13,25030.46,SETTLED,SB20260916PM
S1001826,T1001925,2026-09-16 17:11:13,6257.62,SETTLED,SB20260916PM
S1001827,T1001927,2026-09-16 15:45:44,4186.20,SETTLED,SB20260916PM
S1001828,T1001928,2026-09-16 10:09:48,5272.26,SETTLED,SB20260916AM
S1001829,T1001929,2026-09-16 14:26:05,1213.51,SETTLED,SB20260916PM
S1001830,T1001930,2026-09-16 09:41:24,4924.56,SETTLED,SB20260916AM
S1001831,T1001932,2026-09-16 14:33:01,2231.00,SETTLED,SB20260916PM
S1001832,T1001934,2026-09-16 20:52:21,1734.76,SETTLED,SB20260916PM
S1001833,T1001935,2026-09-16 15:06:36,22511.85,SETTLED,SB20260916PM
S1001834,T1001936,2026-09-16 23:41:24,1315.26,SETTLED,SB20260916PM
S1001835,T1001937,2026-09-16 09:24:31,1286.95,SETTLED,SB20260916AM
S1001836,T1001938,2026-09-16 19:06:24,8813.07,FAILED,SB20260916PM
S1001837,T1001939,2026-09-16 09:26:45,16226.39,SETTLED,SB20260916AM
S1001838,T1001940,2026-09-16 19:21:01,16237.93,PENDING,SB20260916PM
S1001839,T1001941,2026-09-16 13:13:18,3041.97,SETTLED,SB20260916PM
S1001840,T1001942,2026-09-16 16:37:22,5407.33,SETTLED,SB20260916PM
S1001841,T1001943,2026-09-16 19:38:06,4136.66,SETTLED,SB20260916PM
S1001842,T1001943,2026-09-16 19:42:06,1034.16,SETTLED,SB20260916PM
S1001843,T1001944,2026-09-16 15:10:40,1872.29,SETTLED,SB20260916PM
S1001844,T1001945,2026-09-16 12:23:04,15412.00,SETTLED,SB20260916PM
S1001845,T1001946,2026-09-16 12:20:21,2103.11,SETTLED,SB20260916PM
S1001846,T1001947,2026-09-16 08:16:46,2199.36,SETTLED,SB20260916AM
S1001847,T1001948,2026-09-16 15:48:18,14680.51,SETTLED,SB20260916PM
S1001848,T1001949,2026-09-16 17:49:38,2150.15,SETTLED,SB20260916PM
S1001849,T1001950,2026-09-16 22:40:21,26085.68,SETTLED,SB20260916PM
S1001850,T1001951,2026-09-16 13:48:27,4719.31,SETTLED,SB20260916PM
S1001851,T1001952,2026-09-16 10:00:38,1400.29,SETTLED,SB20260916AM
S1001852,T1001954,2026-09-16 16:28:55,42624.89,SETTLED,SB20260916PM
S1001853,T1001955,2026-09-16 14:35:15,951.12,SETTLED,SB20260916PM
S1001854,T1001957,2026-09-16 12:26:57,6744.80,SETTLED,SB20260916PM
S1001855,T1001958,2026-09-16 21:12:32,2378.70,SETTLED,SB20260916PM
S1001856,T1001959,2026-09-16 22:24:26,6704.48,SETTLED,SB20260916PM
S1001857,T1001960,2026-09-16 22:00:05,1212.66,SETTLED,SB20260916PM
S1001858,T1001961,2026-09-16 14:31:08,2528.23,SETTLED,SB20260916PM
S1001859,T1001962,2026-09-16 10:22:20,7782.50,SETTLED,SB20260916AM
S1001860,T1001963,2026-09-16 22:05:19,19258.06,SETTLED,SB20260916PM
S1001861,T1001964,2026-09-16 07:11:39,3206.39,FAILED,SB20260916AM
S1001862,T1001965,2026-09-16 18:01:39,2249.35,SETTLED,SB20260916PM
S1001863,T1001966,2026-09-16 10:11:28,3630.13,SETTLED,SB20260916AM
S1001864,T1001966,2026-09-16 10:15:28,907.53,SETTLED,SB20260916AM
S1001865,T1001967,2026-09-16 20:13:45,2147.93,SETTLED,SB20260916PM
S1001866,T1001967,2026-09-16 20:17:45,536.98,SETTLED,SB20260916PM
S1001867,T1001968,2026-09-16 17:48:03,2314.27,SETTLED,SB20260916PM
S1001868,T1001969,2026-09-16 13:47:43,5617.25,SETTLED,SB20260916PM
S1001869,T1001970,2026-09-16 20:56:48,1877.11,SETTLED,SB20260916PM
S1001870,T1001971,2026-09-16 16:43:51,1918.35,SETTLED,SB20260916PM
S1001871,T1001971,2026-09-16 16:47:51,479.59,SETTLED,SB20260916PM
S1001872,T1001972,2026-09-16 22:33:24,13563.96,SETTLED,SB20260916PM
S1001873,T1001973,2026-09-16 09:51:51,9327.28,SETTLED,SB20260916AM
S1001874,T1001974,2026-09-16 20:19:02,2771.20,SETTLED,SB20260916PM
S1001875,T1001975,2026-09-16 20:57:10,33367.49,SETTLED,SB20260916PM
S1001876,T1001976,2026-09-16 10:12:50,10775.64,SETTLED,SB20260916AM
S1001877,T1001977,2026-09-16 12:33:51,39595.34,SETTLED,SB20260916PM
S1001878,T1001978,2026-09-16 19:19:45,936.93,SETTLED,SB20260916PM
S1001879,T1001979,2026-09-16 10:52:49,56939.76,SETTLED,SB20260916AM
S1001880,T1001980,2026-09-16 20:32:12,49271.02,SETTLED,SB20260916PM
S1001881,T1001981,2026-09-16 15:05:44,2636.60,SETTLED,SB20260916PM
S1001882,T1001982,2026-09-17 01:12:49,64808.23,SETTLED,SB20260917AM
S1001883,T1001983,2026-09-16 13:13:23,17869.09,PENDING,SB20260916PM
S1001884,T1001984,2026-09-16 19:06:25,9276.31,SETTLED,SB20260916PM
S1001885,T1001985,2026-09-17 15:29:55,135.25,SETTLED,SB20260917PM
S1001886,T1001986,2026-09-17 17:10:54,37547.24,SETTLED,SB20260917PM
S1001887,T1001987,2026-09-17 19:08:52,1409.21,SETTLED,SB20260917PM
S1001888,T1001988,2026-09-17 10:54:43,1569.68,SETTLED,SB20260917AM
S1001889,T1001989,2026-09-17 12:50:48,928.97,SETTLED,SB20260917PM
S1001890,T1001990,2026-09-17 13:08:31,16015.30,SETTLED,SB20260917PM
S1001891,T1001991,2026-09-17 20:39:43,1383.97,SETTLED,SB20260917PM
S1001892,T1001992,2026-09-17 09:08:46,1241.72,SETTLED,SB20260917AM
S1001893,T1001993,2026-09-17 14:22:23,2433.00,SETTLED,SB20260917PM
S1001894,T1001994,2026-09-17 14:41:19,1028.36,SETTLED,SB20260917PM
S1001895,T1001994,2026-09-17 14:45:19,257.09,SETTLED,SB20260917PM
S1001896,T1001995,2026-09-17 15:12:02,15965.90,PENDING,SB20260917PM
S1001897,T1001997,2026-09-17 17:25:10,828.76,SETTLED,SB20260917PM
S1001898,T1001997,2026-09-17 17:29:10,207.19,SETTLED,SB20260917PM
S1001899,T1001998,2026-09-17 20:35:18,12308.30,PENDING,SB20260917PM
S1001900,T1001999,2026-09-17 11:47:56,1112.38,SETTLED,SB20260917AM
S1001901,T1002000,2026-09-17 12:51:35,5523.48,SETTLED,SB20260917PM
S1001902,T1002002,2026-09-17 22:48:41,7332.90,SETTLED,SB20260917PM
S1001903,T1002004,2026-09-17 17:58:14,1043.19,SETTLED,SB20260917PM
S1001904,T1002005,2026-09-17 10:50:14,8738.81,SETTLED,SB20260917AM
S1001905,T1002006,2026-09-17 20:30:58,1326.39,SETTLED,SB20260917PM
S1001906,T1002007,2026-09-17 10:58:37,1983.43,SETTLED,SB20260917AM
S1001907,T1002009,2026-09-17 15:50:29,2073.90,PENDING,SB20260917PM
S1001908,T1002010,2026-09-17 19:33:03,650.40,SETTLED,SB20260917PM
S1001909,T1002011,2026-09-17 19:43:02,15090.25,SETTLED,SB20260917PM
S1001910,T1002012,2026-09-17 22:56:23,4642.74,SETTLED,SB20260917PM
S1001911,T1002015,2026-09-17 09:27:48,37810.48,SETTLED,SB20260917AM
S1001912,T1002016,2026-09-17 18:13:18,70172.87,SETTLED,SB20260917PM
S1001913,T1002017,2026-09-17 10:42:59,384.50,SETTLED,SB20260917AM
S1001914,T1002018,2026-09-17 19:27:23,433.46,SETTLED,SB20260917PM
S1001915,T1002020,2026-09-17 10:23:15,1493.01,SETTLED,SB20260917AM
S1001916,T1002020,2026-09-17 10:27:15,373.25,SETTLED,SB20260917AM
S1001917,T1002021,2026-09-17 20:46:02,67741.10,SETTLED,SB20260917PM
S1001918,T1002021,2026-09-17 20:50:02,16935.28,SETTLED,SB20260917PM
S1001919,T1002023,2026-09-17 11:30:52,3267.04,SETTLED,SB20260917AM
S1001920,T1002024,2026-09-17 10:21:12,2373.39,SETTLED,SB20260917AM
S1001921,T1002025,2026-09-17 20:20:07,1362.66,SETTLED,SB20260917PM
S1001922,T1002025,2026-09-17 20:24:07,340.66,SETTLED,SB20260917PM
S1001923,T1002026,2026-09-17 17:47:19,123.58,SETTLED,SB20260917PM
S1001924,T1002026,2026-09-17 17:51:19,30.89,SETTLED,SB20260917PM
S1001925,T1002027,2026-09-17 11:21:18,7198.61,SETTLED,SB20260917AM
S1001926,T1002028,2026-09-17 11:26:27,25404.06,SETTLED,SB20260917AM
S1001927,T1002028,2026-09-17 11:30:27,6351.02,SETTLED,SB20260917AM
S1001928,T1002029,2026-09-17 18:43:25,1868.22,SETTLED,SB20260917PM
S1001929,T1002030,2026-09-17 13:24:44,1681.43,SETTLED,SB20260917PM
S1001930,T1002031,2026-09-17 13:39:32,2490.18,SETTLED,SB20260917PM
S1001931,T1002032,2026-09-17 23:10:42,75140.90,SETTLED,SB20260917PM
S1001932,T1002034,2026-09-17 21:40:54,61846.11,SETTLED,SB20260917PM
S1001933,T1002035,2026-09-17 11:51:43,266.19,SETTLED,SB20260917AM
S1001934,T1002036,2026-09-17 15:55:51,2884.65,SETTLED,SB20260917PM
S1001935,T1002036,2026-09-17 15:59:51,721.16,SETTLED,SB20260917PM
S1001936,T1002037,2026-09-17 15:42:03,2627.98,SETTLED,SB20260917PM
S1001937,T1002038,2026-09-17 18:04:12,1183.71,SETTLED,SB20260917PM
S1001938,T1002039,2026-09-17 22:36:52,1872.36,SETTLED,SB20260917PM
S1001939,T1002040,2026-09-17 13:42:18,49627.29,SETTLED,SB20260917PM
S1001940,T1002041,2026-09-17 14:37:20,1663.52,SETTLED,SB20260917PM
S1001941,T1002042,2026-09-17 13:55:24,2900.62,SETTLED,SB20260917PM
S1001942,T1002043,2026-09-17 21:33:37,1621.59,SETTLED,SB20260917PM
S1001943,T1002044,2026-09-17 10:05:17,14432.17,SETTLED,SB20260917AM
S1001944,T1002045,2026-09-17 23:30:19,20194.59,SETTLED,SB20260917PM
S1001945,T1002045,2026-09-17 23:34:19,5048.65,SETTLED,SB20260917PM
S1001946,T1002046,2026-09-17 18:56:13,5806.41,SETTLED,SB20260917PM
S1001947,T1002047,2026-09-17 13:01:43,3788.04,SETTLED,SB20260917PM
S1001948,T1002047,2026-09-17 13:05:43,947.01,SETTLED,SB20260917PM
S1001949,T1002048,2026-09-17 14:33:40,3656.21,SETTLED,SB20260917PM
S1001950,T1002049,2026-09-17 12:21:03,6209.73,SETTLED,SB20260917PM
S1001951,T1002050,2026-09-17 18:38:25,12254.94,SETTLED,SB20260917PM
S1001952,T1002051,2026-09-17 20:56:15,1268.51,SETTLED,SB20260917PM
S1001953,T1002052,2026-09-17 12:31:41,1229.78,SETTLED,SB20260917PM
S1001954,T1002053,2026-09-17 20:28:09,1284.99,FAILED,SB20260917PM
S1001955,T1002054,2026-09-17 20:46:17,3827.19,SETTLED,SB20260917PM
S1001956,T1002055,2026-09-17 19:41:16,41723.28,SETTLED,SB20260917PM
S1001957,T1002056,2026-09-17 11:00:30,1480.04,SETTLED,SB20260917AM
S1001958,T1002058,2026-09-17 18:30:41,1687.35,SETTLED,SB20260917PM
S1001959,T1002059,2026-09-17 15:52:15,42239.33,SETTLED,SB20260917PM
S1001960,T1002060,2026-09-17 10:43:27,8146.69,FAILED,SB20260917AM
S1001961,T1002061,2026-09-17 11:26:57,79715.04,SETTLED,SB20260917AM
S1001962,T1002062,2026-09-17 11:14:42,69103.70,SETTLED,SB20260917AM
S1001963,T1002063,2026-09-17 16:58:58,1227.68,SETTLED,SB20260917PM
S1001964,T1002064,2026-09-17 13:01:02,3979.86,SETTLED,SB20260917PM
S1001965,T1002065,2026-09-17 20:59:55,38608.48,SETTLED,SB20260917PM
S1001966,T1002066,2026-09-17 12:53:20,11764.56,SETTLED,SB20260917PM
S1001967,T1002066,2026-09-17 12:57:20,2941.14,SETTLED,SB20260917PM
S1001968,T1002067,2026-09-17 12:24:11,4131.00,SETTLED,SB20260917PM
S1001969,T1002068,2026-09-17 14:41:29,76289.63,SETTLED,SB20260917PM
S1001970,T1002069,2026-09-17 12:19:22,2564.36,SETTLED,SB20260917PM
S1001971,T1002070,2026-09-17 20:17:25,73353.71,SETTLED,SB20260917PM
S1001972,T1002071,2026-09-17 15:27:30,8608.32,SETTLED,SB20260917PM
S1001973,T1002072,2026-09-17 08:49:34,3565.93,SETTLED,SB20260917AM
S1001974,T1002073,2026-09-17 18:25:37,2567.09,SETTLED,SB20260917PM
S1001975,T1002074,2026-09-17 19:48:15,18941.39,SETTLED,SB20260917PM
S1001976,T1002075,2026-09-17 11:45:15,7066.36,SETTLED,SB20260917AM
S1001977,T1002075,2026-09-17 11:49:15,1766.59,SETTLED,SB20260917AM
S1001978,T1002076,2026-09-17 22:16:32,2087.70,SETTLED,SB20260917PM
S1001979,T1002076,2026-09-17 22:20:32,521.92,SETTLED,SB20260917PM
S1001980,T1002077,2026-09-17 17:09:02,1446.00,SETTLED,SB20260917PM
S1001981,T1002078,2026-09-18 00:00:52,7895.08,SETTLED,SB20260918AM
S1001982,T1002079,2026-09-17 19:47:52,1382.21,SETTLED,SB20260917PM
S1001983,T1002079,2026-09-17 19:51:52,345.55,SETTLED,SB20260917PM
S1001984,T1002080,2026-09-17 14:07:10,5434.65,SETTLED,SB20260917PM
S1001985,T1002081,2026-09-17 09:21:02,4733.16,SETTLED,SB20260917AM
S1001986,T1002082,2026-09-17 18:15:53,4357.29,SETTLED,SB20260917PM
S1001987,T1002083,2026-09-17 10:55:17,6103.66,SETTLED,SB20260917AM
S1001988,T1002084,2026-09-17 23:24:38,7047.46,SETTLED,SB20260917PM
S1001989,T1002086,2026-09-17 13:15:27,1659.48,SETTLED,SB20260917PM
S1001990,T1002088,2026-09-17 14:47:14,2845.78,SETTLED,SB20260917PM
S1001991,T1002089,2026-09-17 15:56:37,5135.08,SETTLED,SB20260917PM
S1001992,T1002091,2026-09-17 20:32:12,40006.10,SETTLED,SB20260917PM
S1001993,T1002093,2026-09-17 14:48:49,2527.58,SETTLED,SB20260917PM
S1001994,T1002094,2026-09-17 20:15:37,3378.93,SETTLED,SB20260917PM
S1001995,T1002095,2026-09-17 20:11:38,3967.68,SETTLED,SB20260917PM
S1001996,T1002096,2026-09-17 17:08:42,2236.55,SETTLED,SB20260917PM
S1001997,T1002097,2026-09-17 09:25:02,68226.89,SETTLED,SB20260917AM
S1001998,T1002098,2026-09-17 22:44:00,1915.29,SETTLED,SB20260917PM
S1001999,T1002098,2026-09-17 22:48:00,478.82,SETTLED,SB20260917PM
S1002000,T1002099,2026-09-17 12:20:06,2179.09,SETTLED,SB20260917PM
S1002001,T1002100,2026-09-17 14:24:39,3011.64,SETTLED,SB20260917PM
S1002002,T1002100,2026-09-17 14:28:39,752.91,SETTLED,SB20260917PM
S1002003,T1002101,2026-09-17 11:02:31,5158.46,SETTLED,SB20260917AM
S1002004,T1002102,2026-09-17 12:34:31,3022.26,SETTLED,SB20260917PM
S1002005,T1002103,2026-09-17 14:11:13,2835.88,SETTLED,SB20260917PM
S1002006,T1002104,2026-09-17 07:26:45,4261.31,SETTLED,SB20260917AM
S1002007,T1002105,2026-09-17 12:21:37,34654.40,SETTLED,SB20260917PM
S1002008,T1002106,2026-09-17 13:37:32,264.46,SETTLED,SB20260917PM
S1002009,T1002107,2026-09-17 12:51:20,16487.03,SETTLED,SB20260917PM
S1002010,T1002108,2026-09-18 18:22:10,152.21,SETTLED,SB20260918PM
S1002011,T1002109,2026-09-18 21:41:57,3165.55,SETTLED,SB20260918PM
S1002012,T1002112,2026-09-18 11:05:28,3172.15,SETTLED,SB20260918AM
S1002013,T1002113,2026-09-18 19:21:19,95.57,SETTLED,SB20260918PM
S1002014,T1002113,2026-09-18 19:25:19,23.89,SETTLED,SB20260918PM
S1002015,T1002114,2026-09-18 20:14:26,2502.01,SETTLED,SB20260918PM
S1002016,T1002115,2026-09-18 20:48:18,5767.43,PENDING,SB20260918PM
S1002017,T1002117,2026-09-18 13:44:32,1826.56,SETTLED,SB20260918PM
S1002018,T1002118,2026-09-18 21:09:11,459.56,SETTLED,SB20260918PM
S1002019,T1002119,2026-09-18 18:37:11,2564.98,SETTLED,SB20260918PM
S1002020,T1002120,2026-09-18 11:01:16,4023.19,SETTLED,SB20260918AM
S1002021,T1002123,2026-09-18 11:45:13,3255.24,SETTLED,SB20260918AM
S1002022,T1002124,2026-09-18 12:18:10,13228.92,SETTLED,SB20260918PM
S1002023,T1002125,2026-09-18 18:47:49,3488.34,SETTLED,SB20260918PM
S1002024,T1002126,2026-09-18 19:57:49,32986.80,SETTLED,SB20260918PM
S1002025,T1002127,2026-09-18 22:38:29,1675.84,SETTLED,SB20260918PM
S1002026,T1002129,2026-09-18 15:39:11,53391.55,SETTLED,SB20260918PM
S1002027,T1002130,2026-09-18 10:24:24,79037.64,SETTLED,SB20260918AM
S1002028,T1002131,2026-09-18 14:46:34,21758.74,SETTLED,SB20260918PM
S1002029,T1002132,2026-09-18 14:33:14,7554.96,SETTLED,SB20260918PM
S1002030,T1002133,2026-09-18 12:53:35,3070.03,SETTLED,SB20260918PM
S1002031,T1002135,2026-09-18 18:56:41,3186.96,SETTLED,SB20260918PM
S1002032,T1002136,2026-09-18 09:30:57,1601.76,SETTLED,SB20260918AM
S1002033,T1002136,2026-09-18 09:34:57,400.44,SETTLED,SB20260918AM
S1002034,T1002137,2026-09-18 10:50:30,2122.72,SETTLED,SB20260918AM
S1002035,T1002138,2026-09-18 18:27:43,2528.07,SETTLED,SB20260918PM
S1002036,T1002139,2026-09-18 21:06:15,11338.24,SETTLED,SB20260918PM
S1002037,T1002140,2026-09-18 21:02:15,20229.76,SETTLED,SB20260918PM
S1002038,T1002142,2026-09-18 13:28:21,162.00,SETTLED,SB20260918PM
S1002039,T1002143,2026-09-18 22:44:19,37591.63,SETTLED,SB20260918PM
S1002040,T1002144,2026-09-18 11:35:13,17286.49,SETTLED,SB20260918AM
S1002041,T1002145,2026-09-18 18:52:58,40878.90,SETTLED,SB20260918PM
S1002042,T1002146,2026-09-18 20:12:03,4921.11,SETTLED,SB20260918PM
S1002043,T1002147,2026-09-18 21:51:43,7547.99,SETTLED,SB20260918PM
S1002044,T1002148,2026-09-18 16:06:23,114.30,SETTLED,SB20260918PM
S1002045,T1002148,2026-09-18 16:10:23,28.57,SETTLED,SB20260918PM
S1002046,T1002149,2026-09-18 22:14:07,18686.29,SETTLED,SB20260918PM
S1002047,T1002150,2026-09-18 17:17:47,2028.33,SETTLED,SB20260918PM
S1002048,T1002154,2026-09-18 11:08:50,38020.92,SETTLED,SB20260918AM
S1002049,T1002158,2026-09-18 20:29:28,465.33,SETTLED,SB20260918PM
S1002050,T1002159,2026-09-18 22:22:39,20315.24,SETTLED,SB20260918PM
S1002051,T1002160,2026-09-18 12:18:29,4179.51,SETTLED,SB20260918PM
S1002052,T1002160,2026-09-18 12:22:29,1044.88,SETTLED,SB20260918PM
S1002053,T1002161,2026-09-18 19:08:14,35096.74,SETTLED,SB20260918PM
S1002054,T1002161,2026-09-18 19:12:14,8774.19,SETTLED,SB20260918PM
S1002055,T1002162,2026-09-18 08:55:30,44493.34,SETTLED,SB20260918AM
S1002056,T1002163,2026-09-18 17:14:44,18950.55,SETTLED,SB20260918PM
S1002057,T1002164,2026-09-18 11:27:34,11747.38,SETTLED,SB20260918AM
S1002058,T1002165,2026-09-18 12:21:01,6459.25,SETTLED,SB20260918PM
S1002059,T1002167,2026-09-18 12:41:52,2962.84,SETTLED,SB20260918PM
S1002060,T1002169,2026-09-18 16:00:28,2652.53,SETTLED,SB20260918PM
S1002061,T1002171,2026-09-18 19:07:04,8906.90,SETTLED,SB20260918PM
S1002062,T1002172,2026-09-18 18:43:40,5442.65,PENDING,SB20260918PM
S1002063,T1002173,2026-09-18 11:20:06,45269.43,SETTLED,SB20260918AM
S1002064,T1002174,2026-09-18 11:45:20,19591.25,PENDING,SB20260918AM
S1002065,T1002175,2026-09-18 10:39:43,2702.93,SETTLED,SB20260918AM
